ac_no,ac_name,ac_no_name,Category,District,Zone,party_name,Serial no.,candidate_name,candidate_list
109,Lanji,109.Lanji,GEN,Balaghat,Mahakaushal,BJP,1,Ramesh Deelip Bhatere(Lodhi),1.Ramesh Deelip Bhatere(Lodhi)
109,Lanji,109.Lanji,GEN,Balaghat,Mahakaushal,BJP,2,sakshi Lilhare (lodhi),2.sakshi Lilhare (lodhi)
110,Paraswada,110.Paraswada,GEN,Balaghat,Mahakaushal,IND,1,Kankar Munjare,1.Kankar Munjare
110,Paraswada,110.Paraswada,GEN,Balaghat,Mahakaushal,INC,1,Kankar Munjare (Lodhi),1.Kankar Munjare (Lodhi)
110,Paraswada,110.Paraswada,GEN,Balaghat,Mahakaushal,INC,2,Madhu Bhagat (Pawar),2.Madhu Bhagat (Pawar)
110,Paraswada,110.Paraswada,GEN,Balaghat,Mahakaushal,BSP,1,Mukesh Bouddh,1.Mukesh Bouddh
110,Paraswada,110.Paraswada,GEN,Balaghat,Mahakaushal,BJP,1,Ram Kishor Kawre (Teli),1.Ram Kishor Kawre (Teli)
110,Paraswada,110.Paraswada,GEN,Balaghat,Mahakaushal,BJP,2,Ramkishor Katre (Lodhi),2.Ramkishor Katre (Lodhi)
110,Paraswada,110.Paraswada,GEN,Balaghat,Mahakaushal,INC,1,Sesharam Rangdale(Lodhi),1.Sesharam Rangdale(Lodhi)
111,Balaghat,111.Balaghat,GEN,Balaghat,Mahakaushal,INC,2,Anubha Manjare (Lodhi ),2.Anubha Manjare (Lodhi )
111,Balaghat,111.Balaghat,GEN,Balaghat,Mahakaushal,INC,3,Anurag Chaturmohta (Baniya),3.Anurag Chaturmohta (Baniya)
111,Balaghat,111.Balaghat,GEN,Balaghat,Mahakaushal,BJP,1,Gaurishanker Chaturbhuj Bisen (Pawar),1.Gaurishanker Chaturbhuj Bisen (Pawar)
111,Balaghat,111.Balaghat,GEN,Balaghat,Mahakaushal,INC,1,Madhu Sharma  (Brahmin),1.Madhu Sharma  (Brahmin)
111,Balaghat,111.Balaghat,GEN,Balaghat,Mahakaushal,BJP,1,Mousam Bisen (Pawar),1.Mousam Bisen (Pawar)
111,Balaghat,111.Balaghat,GEN,Balaghat,Mahakaushal,INC,1,Samrat Saraswar (Rajput),1.Samrat Saraswar (Rajput)
111,Balaghat,111.Balaghat,GEN,Balaghat,Mahakaushal,BSP,1,Yogesh Samrite,1.Yogesh Samrite
112,Waraseoni,112.Waraseoni,GEN,Balaghat,Mahakaushal,INC,1,Ajay Ramkumar Nagpure (Pawar),1.Ajay Ramkumar Nagpure (Pawar)
112,Waraseoni,112.Waraseoni,GEN,Balaghat,Mahakaushal,BJP,1,Chagan Hanumat(pawar),1.Chagan Hanumat(pawar)
112,Waraseoni,112.Waraseoni,GEN,Balaghat,Mahakaushal,BJP,2,Dr Yogendra Nirmal(Gujarati),2.Dr Yogendra Nirmal(Gujarati)
112,Waraseoni,112.Waraseoni,GEN,Balaghat,Mahakaushal,BJP,3,Gourav Pardhi (Lodhi),3.Gourav Pardhi (Lodhi)
112,Waraseoni,112.Waraseoni,GEN,Balaghat,Mahakaushal,INC,1,Jeetu Rajput (Rajput),1.Jeetu Rajput (Rajput)
112,Waraseoni,112.Waraseoni,GEN,Balaghat,Mahakaushal,IND,1,Pradeep Amratlal Jaiswal,1.Pradeep Amratlal Jaiswal
112,Waraseoni,112.Waraseoni,GEN,Balaghat,Mahakaushal,INC,1,Vikky Patel (Lodhi ),1.Vikky Patel (Lodhi )
113,Katangi,113.Katangi,GEN,Balaghat,Mahakaushal,INC,2,Bodh Singh Bhagat (Pawar ),2.Bodh Singh Bhagat (Pawar )
113,Katangi,113.Katangi,GEN,Balaghat,Mahakaushal,BJP,1,K D Deshmukh (Brahmin),1.K D Deshmukh (Brahmin)
113,Katangi,113.Katangi,GEN,Balaghat,Mahakaushal,INC,1,Keshar Bisen (Pawar ),1.Keshar Bisen (Pawar )
113,Katangi,113.Katangi,GEN,Balaghat,Mahakaushal,INC,2,Vishweshwar Bhagat (Pawar),2.Vishweshwar Bhagat (Pawar)
113,Katangi,113.Katangi,GEN,Balaghat,Mahakaushal,INC,3,Vishweshwar Bhagat(Pawar),3.Vishweshwar Bhagat(Pawar)
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,INC,4,Arjun Singh kakodiay (Pradhan),4.Arjun Singh kakodiay (Pradhan)
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,INC,5,Ashok Sirsam ( Gond),5.Ashok Sirsam ( Gond)
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,BJP,1,Ashok Tekam,1.Ashok Tekam
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,BJP,2,Kamal Muskole(Gond ),2.Kamal Muskole(Gond )
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,INC,1,Naresh Maravi (Gond),1.Naresh Maravi (Gond)
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,BJP,1,Naresh Warkade,1.Naresh Warkade
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,INC,1,Rahul Uikey (Gond ),1.Rahul Uikey (Gond )
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,BJP,1,Shyam Dubey,1.Shyam Dubey
114,Barghat,114.Barghat,ST,Seoni,Mahakaushal,INC,1,Yashpal Singh Bhalavi (Gond),1.Yashpal Singh Bhalavi (Gond)
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,2,Aasha Mohan Chandel,2.Aasha Mohan Chandel
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,3,Anand Panjwani ( Sindhi),3.Anand Panjwani ( Sindhi)
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,4,Brajesh Singh Bhagel (Bagri),4.Brajesh Singh Bhagel (Bagri)
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,BJP,1,Dham Singh Bisen,1.Dham Singh Bisen
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,BJP,2,Dinesh Rai Munmun,2.Dinesh Rai Munmun
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,1,Ghanshyam Shanodia (Kurmi),1.Ghanshyam Shanodia (Kurmi)
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,2,Imran Patel,2.Imran Patel
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,3,Mohan Singh Chandel (Kurmi),3.Mohan Singh Chandel (Kurmi)
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,BJP,1,Naresh Diwakar ,1.Naresh Diwakar 
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,1,Raja Bhaghel(Bagri),1.Raja Bhaghel(Bagri)
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,2,Raja Muhin Khan,2.Raja Muhin Khan
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,BJP,1,Rajesh Trivedi,1.Rajesh Trivedi
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,1,Rajkumar Khurana (Punjabi),1.Rajkumar Khurana (Punjabi)
115,Seoni,115.Seoni,GEN,Seoni,Mahakaushal,INC,2,Sanyokta Saxena(,2.Sanyokta Saxena(
116,Keolari,116.Keolari,GEN,Seoni,Mahakaushal,INC,3,Lucky Bhaghel (Bagri),3.Lucky Bhaghel (Bagri)
116,Keolari,116.Keolari,GEN,Seoni,Mahakaushal,BJP,1,Neeta Pateria ,1.Neeta Pateria 
116,Keolari,116.Keolari,GEN,Seoni,Mahakaushal,INC,1,Rajneesh Singh (Rajput),1.Rajneesh Singh (Rajput)
116,Keolari,116.Keolari,GEN,Seoni,Mahakaushal,BJP,1,Rakeshpal Singh,1.Rakeshpal Singh
116,Keolari,116.Keolari,GEN,Seoni,Mahakaushal,INC,1,Ramjeyan Singh ( Rajput),1.Ramjeyan Singh ( Rajput)
117,Lakhanadon,117.Lakhanadon,ST,Seoni,Mahakaushal,INC,2,Beni Kundan (Gond),2.Beni Kundan (Gond)
117,Lakhanadon,117.Lakhanadon,ST,Seoni,Mahakaushal,BJP,1,Dhal Singh Muskole ,1.Dhal Singh Muskole 
117,Lakhanadon,117.Lakhanadon,ST,Seoni,Mahakaushal,BJP,2,Shashi Thaku,2.Shashi Thaku
117,Lakhanadon,117.Lakhanadon,ST,Seoni,Mahakaushal,BJP,3,Vijay Kumar Uikey,3.Vijay Kumar Uikey
117,Lakhanadon,117.Lakhanadon,ST,Seoni,Mahakaushal,INC,1,Yogendra Singh ( Gond),1.Yogendra Singh ( Gond)
118,Gotegaon,118.Gotegaon,SC,Narsinghpur,Mahakaushal,BJP,1,Hakam Singh Chahar,1.Hakam Singh Chahar
118,Gotegaon,118.Gotegaon,SC,Narsinghpur,Mahakaushal,BJP,2,Kailash Jatav,2.Kailash Jatav
118,Gotegaon,118.Gotegaon,SC,Narsinghpur,Mahakaushal,BJP,3,Mahendra Nagesh,3.Mahendra Nagesh
118,Gotegaon,118.Gotegaon,SC,Narsinghpur,Mahakaushal,INC,1,N P Prajapati,1.N P Prajapati
118,Gotegaon,118.Gotegaon,SC,Narsinghpur,Mahakaushal,BJP,1,Nandkishore Thakur,1.Nandkishore Thakur
118,Gotegaon,118.Gotegaon,SC,Narsinghpur,Mahakaushal,INC,1,Shekhar Singh Choudhari,1.Shekhar Singh Choudhari
119,Narsingpur,119.Narsingpur,GEN,Narsinghpur,Mahakaushal,BJP,1,Jalam Singh Patel,1.Jalam Singh Patel
119,Narsingpur,119.Narsingpur,GEN,Narsinghpur,Mahakaushal,BJP,2,Kailash Soni,2.Kailash Soni
119,Narsingpur,119.Narsingpur,GEN,Narsinghpur,Mahakaushal,INC,1,Lakhan Singh Patel,1.Lakhan Singh Patel
119,Narsingpur,119.Narsingpur,GEN,Narsinghpur,Mahakaushal,INC,2,Narendra Singh Rajput,2.Narendra Singh Rajput
119,Narsingpur,119.Narsingpur,GEN,Narsinghpur,Mahakaushal,BJP,1,Rao Udaipratap,1.Rao Udaipratap
119,Narsingpur,119.Narsingpur,GEN,Narsinghpur,Mahakaushal,INC,1,Sunil  Jaiswal,1.Sunil  Jaiswal
119,Narsingpur,119.Narsingpur,GEN,Narsinghpur,Mahakaushal,INC,2,Varun Tankha,2.Varun Tankha
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,BJP,1,Abhilash Mishra,1.Abhilash Mishra
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,INC,1,Dewan Shailendra Singh,1.Dewan Shailendra Singh
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,BJP,1,Dhananjay Patel,1.Dhananjay Patel
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,INC,1,Mona Patel ,1.Mona Patel 
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,INC,2,Rahul Patel,2.Rahul Patel
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,BJP,1,Rao Udaipratap,1.Rao Udaipratap
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,INC,1,Sanjay Sharma,1.Sanjay Sharma
120,Tendukheda,120.Tendukheda,GEN,Narsinghpur,Mahakaushal,BJP,1,Vishwanath Singh,1.Vishwanath Singh
121,Gadarwara,121.Gadarwara,GEN,Narsinghpur,Mahakaushal,INC,1,Ashutosh Rana,1.Ashutosh Rana
121,Gadarwara,121.Gadarwara,GEN,Narsinghpur,Mahakaushal,BJP,1,Gautam Singh Patel,1.Gautam Singh Patel
121,Gadarwara,121.Gadarwara,GEN,Narsinghpur,Mahakaushal,BJP,2,Govind Singh Patel,2.Govind Singh Patel
121,Gadarwara,121.Gadarwara,GEN,Narsinghpur,Mahakaushal,INC,1,Jinendra Jain ,1.Jinendra Jain 
121,Gadarwara,121.Gadarwara,GEN,Narsinghpur,Mahakaushal,INC,2,Manish Rai,2.Manish Rai
121,Gadarwara,121.Gadarwara,GEN,Narsinghpur,Mahakaushal,BJP,1,Sadhana Sthapak,1.Sadhana Sthapak
121,Gadarwara,121.Gadarwara,GEN,Narsinghpur,Mahakaushal,INC,1,Suneeta Patel,1.Suneeta Patel
122,Junnardeo,122.Junnardeo,ST,Chhindwara,Mahakaushal,BJP,1,Arun   parte (ZP member ind joined bjp),1.Arun   parte (ZP member ind joined bjp)
122,Junnardeo,122.Junnardeo,ST,Chhindwara,Mahakaushal,BJP,2,Ashish Thakur,2.Ashish Thakur
122,Junnardeo,122.Junnardeo,ST,Chhindwara,Mahakaushal,INC,1,Deviprasad Uikey,1.Deviprasad Uikey
122,Junnardeo,122.Junnardeo,ST,Chhindwara,Mahakaushal,BJP,1,Nathan Shah Koraiti,1.Nathan Shah Koraiti
122,Junnardeo,122.Junnardeo,ST,Chhindwara,Mahakaushal,INC,1,Rajan Uikey,1.Rajan Uikey
122,Junnardeo,122.Junnardeo,ST,Chhindwara,Mahakaushal,INC,2,Suhagvati Shream,2.Suhagvati Shream
122,Junnardeo,122.Junnardeo,ST,Chhindwara,Mahakaushal,INC,3,Sunil Uikey,3.Sunil Uikey
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,BJP,1,Dinesh Anria,1.Dinesh Anria
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,BJP,2,Kamini Shah,2.Kamini Shah
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,INC,1,Kamlesh Shah,1.Kamlesh Shah
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,INC,2,Kesar Netam ,2.Kesar Netam 
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,BJP,1,Nilesh Kangali,1.Nilesh Kangali
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,BJP,2,Premnarayan Thakur,2.Premnarayan Thakur
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,BJP,3,Uttam Thakur,3.Uttam Thakur
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,INC,1,Vikram Ahake ,1.Vikram Ahake 
123,Amarwara,123.Amarwara,ST,Chhindwara,Mahakaushal,INC,2,Vinay Bharty,2.Vinay Bharty
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,BJP,1,Atarlala Verma,1.Atarlala Verma
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,INC,1,Baiju Verma,1.Baiju Verma
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,INC,2,Chaudhari Gambhir Singh,2.Chaudhari Gambhir Singh
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,INC,3,Chaudhary Sujit Singh,3.Chaudhary Sujit Singh
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,BJP,1,Choudhry Chandrabhan Singh,1.Choudhry Chandrabhan Singh
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,BJP,2,Gajendra Rai,2.Gajendra Rai
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,INC,1,Harishchandra Patel,1.Harishchandra Patel
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,BJP,1,Lakhan Verma,1.Lakhan Verma
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,INC,1,Naveen Raghuvamshi,1.Naveen Raghuvamshi
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,INC,2,Neeraj Thakur /Bunty Patel,2.Neeraj Thakur /Bunty Patel
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,BJP,1,Ramesh Dubey,1.Ramesh Dubey
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,BJP,2,Shailendra Singh Raghuvamshi,2.Shailendra Singh Raghuvamshi
124,Churai,124.Churai,GEN,Chhindwara,Mahakaushal,INC,1,Theerath Thakur,1.Theerath Thakur
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,BJP,1,Ajay Chore,1.Ajay Chore
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,BJP,2,Dheeraj Choudhary,2.Dheeraj Choudhary
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,BJP,3,Nanabhau Mohod,3.Nanabhau Mohod
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,BJP,4,Pradeep Thakrey,4.Pradeep Thakrey
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,BJP,5,Sadan Sahu,5.Sadan Sahu
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,INC,1,Sandeep Bhakne,1.Sandeep Bhakne
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,BJP,1,Sandeep Mohod,1.Sandeep Mohod
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,INC,1,Sopan Kohle,1.Sopan Kohle
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,INC,2,Vijay Chore,2.Vijay Chore
125,Sausar,125.Sausar,GEN,Chhindwara,Mahakaushal,INC,3,Vijay Choudhari,3.Vijay Choudhari
126,Chhindwara,126.Chhindwara,GEN,Chhindwara,Mahakaushal,BJP,1,Banty Sahu,1.Banty Sahu
126,Chhindwara,126.Chhindwara,GEN,Chhindwara,Mahakaushal,INC,1,Deepak Sexena ,1.Deepak Sexena 
126,Chhindwara,126.Chhindwara,GEN,Chhindwara,Mahakaushal,INC,2,Kamal Nath ,2.Kamal Nath 
126,Chhindwara,126.Chhindwara,GEN,Chhindwara,Mahakaushal,BJP,1,Sheshrao Yadav,1.Sheshrao Yadav
126,Chhindwara,126.Chhindwara,GEN,Chhindwara,Mahakaushal,BJP,2,Vijay Panday,2.Vijay Panday
126,Chhindwara,126.Chhindwara,GEN,Chhindwara,Mahakaushal,INC,1,Vishwanath Okte ,1.Vishwanath Okte 
126,Chhindwara,126.Chhindwara,GEN,Chhindwara,Mahakaushal,BJP,1,Yogesh Sadarang,1.Yogesh Sadarang
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,INC,1,Bhavna Dehriya,1.Bhavna Dehriya
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,BSP,1,Gopal Dehriya,1.Gopal Dehriya
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,BJP,1,Jyoti Dehria,1.Jyoti Dehria
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,INC,1,Sanjay Punhar,1.Sanjay Punhar
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,BJP,1,Saurabh Bawaria,1.Saurabh Bawaria
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,INC,1,Seemank Puriya,1.Seemank Puriya
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,INC,2,Sohanlala Balmiki,2.Sohanlala Balmiki
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,BJP,1,Sukhnandan Javre,1.Sukhnandan Javre
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,BJP,2,Tarachandra Bawaria,2.Tarachandra Bawaria
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,BJP,3,Tukram Dhurve,3.Tukram Dhurve
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,BJP,4,Upendra Dehriya,4.Upendra Dehriya
127,Parasiya,127.Parasiya,SC,Chhindwara,Mahakaushal,INC,1,Vikrant Puriya (,1.Vikrant Puriya (
128,Pandhurna,128.Pandhurna,ST,Chhindwara,Mahakaushal,INC,2,Bindulal Singh Bhatti,2.Bindulal Singh Bhatti
128,Pandhurna,128.Pandhurna,ST,Chhindwara,Mahakaushal,INC,3,Jatan Uikey,3.Jatan Uikey
128,Pandhurna,128.Pandhurna,ST,Chhindwara,Mahakaushal,INC,4,Nilesh Uikey,4.Nilesh Uikey
128,Pandhurna,128.Pandhurna,ST,Chhindwara,Mahakaushal,BJP,1,Prakash  Uikey,1.Prakash  Uikey
128,Pandhurna,128.Pandhurna,ST,Chhindwara,Mahakaushal,INC,1,Tikaram Karochi BJP,1.Tikaram Karochi BJP
128,Pandhurna,128.Pandhurna,ST,Chhindwara,Mahakaushal,BJP,1,Tikaram Korachi,1.Tikaram Korachi
129,Multai,129.Multai,GEN,Betul,Mahakaushal,BJP,2,Anuraj Pawar ( Pawar),2.Anuraj Pawar ( Pawar)
129,Multai,129.Multai,GEN,Betul,Mahakaushal,BJP,3,Bhaskar Magarde ( Kunbi),3.Bhaskar Magarde ( Kunbi)
129,Multai,129.Multai,GEN,Betul,Mahakaushal,BJP,4,Chandrashekhar Deshmukh ( Kunbi ),4.Chandrashekhar Deshmukh ( Kunbi )
129,Multai,129.Multai,GEN,Betul,Mahakaushal,BJP,5,Dr Hemant Deshmukh ( Kunbi ),5.Dr Hemant Deshmukh ( Kunbi )
129,Multai,129.Multai,GEN,Betul,Mahakaushal,INC,1,Dr P R Bodkhe (Kunbi),1.Dr P R Bodkhe (Kunbi)
129,Multai,129.Multai,GEN,Betul,Mahakaushal,IND,1,Lokesh Geedkar ( Kunbi),1.Lokesh Geedkar ( Kunbi)
129,Multai,129.Multai,GEN,Betul,Mahakaushal,INC,1,Mohan Singh Parihar ( Rajput),1.Mohan Singh Parihar ( Rajput)
129,Multai,129.Multai,GEN,Betul,Mahakaushal,BJP,1,Naresh Fate ( Kunbi ),1.Naresh Fate ( Kunbi )
129,Multai,129.Multai,GEN,Betul,Mahakaushal,BJP,2,Raja Pawar ( Pawar ),2.Raja Pawar ( Pawar )
129,Multai,129.Multai,GEN,Betul,Mahakaushal,INC,1,Sukhdev Panse (Kunbi),1.Sukhdev Panse (Kunbi)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,2,C M Bele ( Mahar),2.C M Bele ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,3,Chandu Bele (Mahar),3.Chandu Bele (Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,BJP,1,Chetram Manekar ( Mahar),1.Chetram Manekar ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,1,Hitesh Nirapure ( Mahar),1.Hitesh Nirapure ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,BJP,1,Kishor Barde ( Mahar),1.Kishor Barde ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,1,Manoj Malve (Mahar),1.Manoj Malve (Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,2,Monika Nirapure ( Mahar),2.Monika Nirapure ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,3,Nisha Bangde ( Mahar),3.Nisha Bangde ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,4,Seema Atulkar ( Mahar),4.Seema Atulkar ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,5,Sunita Bele (Mahar),5.Sunita Bele (Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,6,Vijay Atulkar ( Mahar),6.Vijay Atulkar ( Mahar)
130,Amla,130.Amla,SC,Betul,Mahakaushal,INC,7,Vijay Parde ( Khatik),7.Vijay Parde ( Khatik)
130,Amla,130.Amla,SC,Betul,Mahakaushal,BJP,1,Yogesh Pandagre ,1.Yogesh Pandagre 
131,Betul,131.Betul,GEN,Betul,Mahakaushal,BJP,2,Alkesh Arya ( Kalar ),2.Alkesh Arya ( Kalar )
131,Betul,131.Betul,GEN,Betul,Mahakaushal,INC,1,Arun Gothe ( Bania),1.Arun Gothe ( Bania)
131,Betul,131.Betul,GEN,Betul,Mahakaushal,BJP,1,Babla Shukla ( Brahmin),1.Babla Shukla ( Brahmin)
131,Betul,131.Betul,GEN,Betul,Mahakaushal,INC,1,Dr Rajendra Deshmukh (Kunbi),1.Dr Rajendra Deshmukh (Kunbi)
131,Betul,131.Betul,GEN,Betul,Mahakaushal,INC,2,Hemant Bagadre ( Kunbi),2.Hemant Bagadre ( Kunbi)
131,Betul,131.Betul,GEN,Betul,Mahakaushal,BJP,1,Hemant Khandelwal ( Bania),1.Hemant Khandelwal ( Bania)
131,Betul,131.Betul,GEN,Betul,Mahakaushal,BJP,2,Mohan Nagar ( Jaat),2.Mohan Nagar ( Jaat)
131,Betul,131.Betul,GEN,Betul,Mahakaushal,INC,1,Nilay Daga ( Jain),1.Nilay Daga ( Jain)
131,Betul,131.Betul,GEN,Betul,Mahakaushal,BJP,1,Parvatibai Baraskar ( Kunbi ),1.Parvatibai Baraskar ( Kunbi )
131,Betul,131.Betul,GEN,Betul,Mahakaushal,BJP,2,Praveen Guglani ( Sindhi ),2.Praveen Guglani ( Sindhi )
131,Betul,131.Betul,GEN,Betul,Mahakaushal,IND,1,Utsukh Arya Dhobi,1.Utsukh Arya Dhobi
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,INC,1,Brahman Bhalavi (Gond),1.Brahman Bhalavi (Gond)
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,INC,2,Dr Ramesh Kakodia ( Gond),2.Dr Ramesh Kakodia ( Gond)
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,BJP,1,Ganga Ukey,1.Ganga Ukey
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,BJP,2,Geeta Uikey,2.Geeta Uikey
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,INC,1,Gyanu Parse ( Gond),1.Gyanu Parse ( Gond)
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,BJP,1,Mangelsingh Dhurve,1.Mangelsingh Dhurve
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,INC,1,Mukesh Evne ( Gond ),1.Mukesh Evne ( Gond )
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,BJP,1,Narendra Ukey,1.Narendra Ukey
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,INC,1,Rahul Uikey ( Gond),1.Rahul Uikey ( Gond)
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,GGP,1,Raja Dhurvey ( Pradhan ),1.Raja Dhurvey ( Pradhan )
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,INC,1,Rajendra Kavle ( Gond),1.Rajendra Kavle ( Gond)
132,Ghodadongri,132.Ghodadongri,ST,Betul,Mahakaushal,BJP,1,Ramjilal Guruji,1.Ramjilal Guruji
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,INC,1,Dharmu Singh Sirsam ( Gond),1.Dharmu Singh Sirsam ( Gond)
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,BJP,1,Dr Mehand Chavan ( Korke ),1.Dr Mehand Chavan ( Korke )
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,BJP,2,Mahendra Singh Chouhan ( korku ),2.Mahendra Singh Chouhan ( korku )
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,BJP,3,Rahul Singh Chouhan ( Korku),3.Rahul Singh Chouhan ( Korku)
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,GGP,1,Ramcharan Eirpache ( Gond),1.Ramcharan Eirpache ( Gond)
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,INC,1,Ramcharan Erpache ,1.Ramcharan Erpache 
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,INC,2,Ramu Tekam ( Gond),2.Ramu Tekam ( Gond)
133,Bhainsdehi,133.Bhainsdehi,ST,Betul,Mahakaushal,GGP,1,Sandeep Dhurve,1.Sandeep Dhurve
