ac_no,ac_name,ac_no_name,Category,District,Zone,party_name,Serial no.,candidate_name,candidate_list
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,INC,1,Atul Chauhan (Rajput),1.Atul Chauhan (Rajput)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,INC,2,Babu Jandel (Meena),2.Babu Jandel (Meena)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,BJP,1,Brijlal Singh Chauhan (Thakur),1.Brijlal Singh Chauhan (Thakur)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,BJP,2,Durga Lal Vijay (Bania),2.Durga Lal Vijay (Bania)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,BJP,3,Gopal Acharya (Brahmin),3.Gopal Acharya (Brahmin)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,BJP,4,Kabita Meena (Meena),4.Kabita Meena (Meena)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,INC,1,Kunj Bihari Sarraf (Bania),1.Kunj Bihari Sarraf (Bania)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,INC,2,Ram Lakhan (Meena),2.Ram Lakhan (Meena)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,BSP,1,Tulsi Narayan Meena (Meena),1.Tulsi Narayan Meena (Meena)
1,Sheopur,1.Sheopur,GEN,Sheopur,Gwalior-Chambal,INC,1,V.P. Singh (Meena),1.V.P. Singh (Meena)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,BSP,1,Atar Singh Kushwaha (Kushwaha),1.Atar Singh Kushwaha (Kushwaha)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,BJP,1,Babulal Mebara (Baishnav),1.Babulal Mebara (Baishnav)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,INC,1,Bharat Garg (Bania),1.Bharat Garg (Bania)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,BJP,1,Brijlal Singh Chauhan (Thakur),1.Brijlal Singh Chauhan (Thakur)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,INC,1,Chhotelal Saibariya (Sehariya),1.Chhotelal Saibariya (Sehariya)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,BJP,1,Gopi Ram Adibasi (Seharia),1.Gopi Ram Adibasi (Seharia)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,BJP,2,Guddi Bai Adibasi (Seharia),2.Guddi Bai Adibasi (Seharia)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,INC,1,"Ram Niwas Rawat 
(Meena)","1.Ram Niwas Rawat 
(Meena)"
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,INC,2,"Rinky Goyal
(Bania)","2.Rinky Goyal
(Bania)"
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,BJP,1,Sitaram Adibasi (Sehariya),1.Sitaram Adibasi (Sehariya)
2,Vijaypur,2.Vijaypur,GEN,Sheopur,Gwalior-Chambal,BJP,2,Tursanpal Baraiya (Seharia),2.Tursanpal Baraiya (Seharia)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,BSP,1,Ajab Singh Kushwaha (Kushwaha),1.Ajab Singh Kushwaha (Kushwaha)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,INC,1,Amar Singh Dhakar (Kirar),1.Amar Singh Dhakar (Kirar)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,INC,2,Baijnath Kushwah (Kushwah),2.Baijnath Kushwah (Kushwah)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,INC,3,Kamal Rawat (Meena),3.Kamal Rawat (Meena)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,BSP,1,Lal Singh Kevat ( Mallah),1.Lal Singh Kevat ( Mallah)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,BJP,1,Manu Sharma (Brahmin),1.Manu Sharma (Brahmin)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,BSP,1,Pooran Dhakad (Kirar),1.Pooran Dhakad (Kirar)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,INC,1,Rakesh Parasar (Brahmin),1.Rakesh Parasar (Brahmin)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,BJP,1,Sarla Rawat (Meena),1.Sarla Rawat (Meena)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,BSP,1,Soni Dhakad (Kirar),1.Soni Dhakad (Kirar)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,INC,1,Umesh Mangal (Bania),1.Umesh Mangal (Bania)
3,Sabalagadh,3.Sabalagadh,GEN,Morena,Gwalior-Chambal,BJP,1,Vinod Jhadav (Rajput),1.Vinod Jhadav (Rajput)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,1,Bhanu Pratap Sikarwar (Rajput),1.Bhanu Pratap Sikarwar (Rajput)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,BJP,1,Guduaa Sikarwar (Rajput),1.Guduaa Sikarwar (Rajput)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,1,Hari Singh Kushwah (Kushwah),1.Hari Singh Kushwah (Kushwah)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,BSP,1,Maniram Dhakad (Kirar),1.Maniram Dhakad (Kirar)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,1,Manvendra Sikarwar (Rajput),1.Manvendra Sikarwar (Rajput)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,2,Pankaj Upadhayay (Brahmin),2.Pankaj Upadhayay (Brahmin)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,3,Parshottam Sharma (Brahmin),3.Parshottam Sharma (Brahmin)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,BJP,1,Pradeep Sharma Jhapdhap (Brahmin),1.Pradeep Sharma Jhapdhap (Brahmin)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,1,Rajkumar Sharma (Brahmin),1.Rajkumar Sharma (Brahmin)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,2,Rakesh Yadav (Yadav),2.Rakesh Yadav (Yadav)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,3,Ramprakash Mahore (Jatav),3.Ramprakash Mahore (Jatav)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,4,Sanjay Yadav (Yadav),4.Sanjay Yadav (Yadav)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,BSP,1,Soniram Kushwaha (Kushwah),1.Soniram Kushwaha (Kushwah)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,BJP,1,Subedar Singh Rajoudha (Rajput),1.Subedar Singh Rajoudha (Rajput)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,1,Subhash Sikarwar (Rajput),1.Subhash Sikarwar (Rajput)
4,Jaura,4.Jaura,GEN,Morena,Gwalior-Chambal,INC,2,Sunil Sharma (Brahmin),2.Sunil Sharma (Brahmin)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,BJP,1,Adal Singh Kansana (Gurjar),1.Adal Singh Kansana (Gurjar)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,1,Ajab Singh Kushwah (Kushwah),1.Ajab Singh Kushwah (Kushwah)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,2,Ashok Sikarwar (Rajput),2.Ashok Sikarwar (Rajput)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,BJP,1,Gajraj Singh (Rajput),1.Gajraj Singh (Rajput)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,1,Kuldeep Sikarwar (Rajput),1.Kuldeep Sikarwar (Rajput)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,2,Meentu Sikarwar (Rajput),2.Meentu Sikarwar (Rajput)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,BJP,1,Neetu Sikarwar (Rajput),1.Neetu Sikarwar (Rajput)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,1,Niranjan Sikarwar (Rajput),1.Niranjan Sikarwar (Rajput)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,BSP,1,Rahul Dandotiya (Brahmin),1.Rahul Dandotiya (Brahmin)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,1,Rahul Kansana (Gurjar),1.Rahul Kansana (Gurjar)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,2,Rakesh Parmar (Rajput),2.Rakesh Parmar (Rajput)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,3,Ramkumar Parasar (Brahmin),3.Ramkumar Parasar (Brahmin)
5,Sumaoli,5.Sumaoli,GEN,Morena,Gwalior-Chambal,INC,4,Ramlakhan Dandotiya (Brahmin),4.Ramlakhan Dandotiya (Brahmin)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,5,Deepak Sharma (Brahmin),5.Deepak Sharma (Brahmin)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,6,Dinesh Gurjar (Gurjar),6.Dinesh Gurjar (Gurjar)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,BJP,1,Hamir Patel (Kurmi),1.Hamir Patel (Kurmi)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,1,Jasveer Gurjar (Gurjar),1.Jasveer Gurjar (Gurjar)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,2,Lokendra Yadav (Yadav),2.Lokendra Yadav (Yadav)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,3,Manish Sharma (Brahmin),3.Manish Sharma (Brahmin)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,BSP,1,Parasram Mudgal (Brahmin),1.Parasram Mudgal (Brahmin)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,BJP,1,Raghuraj Kansana (Gurjar),1.Raghuraj Kansana (Gurjar)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,1,Rakesh Mavai (Gurjar),1.Rakesh Mavai (Gurjar)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,2,Ram Prakash Rajouria (Brahmin),2.Ram Prakash Rajouria (Brahmin)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,BJP,1,Ramesh Agarwal (Baniya),1.Ramesh Agarwal (Baniya)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,1,Rinku Maviya (OBC),1.Rinku Maviya (OBC)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,BJP,1,Rustum Singh (Rajput),1.Rustum Singh (Rajput)
6,Morena,6.Morena,GEN,Morena,Gwalior-Chambal,INC,1,Vishnu Agarwal (Baniya),1.Vishnu Agarwal (Baniya)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,BSP,1,Balveer Singh Dandotiya (Brahmin),1.Balveer Singh Dandotiya (Brahmin)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,INC,1,Birendra Singh Tomar (Rajput),1.Birendra Singh Tomar (Rajput)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,BJP,1,Girraj Dandotiya (Brahmin),1.Girraj Dandotiya (Brahmin)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,BJP,2,Harsh Pachori (Brahmin),2.Harsh Pachori (Brahmin)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,INC,1,Kirath Singh Tomar (Rajput),1.Kirath Singh Tomar (Rajput)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,INC,2,Madhuraj Tomar (Rajput),2.Madhuraj Tomar (Rajput)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,INC,3,Rachpal Singh Tomar (Rajput),3.Rachpal Singh Tomar (Rajput)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,INC,4,Ravindra Singh Tomar (Rajput),4.Ravindra Singh Tomar (Rajput)
7,Dimani,7.Dimani,GEN,Morena,Gwalior-Chambal,BJP,1,Shiv Mangal Tomar (Rajput),1.Shiv Mangal Tomar (Rajput)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,1,Abhinav Chhari (Jatav),1.Abhinav Chhari (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,2,Arvind Sakhavar (Jatav),2.Arvind Sakhavar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,BJP,1,Ashok Argal (Jatav),1.Ashok Argal (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,1,Birendra Sakhavar (Jatav),1.Birendra Sakhavar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,2,Brijkishore Sakhavar (Jatav),2.Brijkishore Sakhavar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,3,Devendra Sakhavar (Jatav),3.Devendra Sakhavar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,BSP,1,Devendra Sakhavar (Jatav),1.Devendra Sakhavar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,1,Hari Sindoliya (Jatav),1.Hari Sindoliya (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,BJP,1,Kamlesh Jatav (Jatav),1.Kamlesh Jatav (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,BJP,2,Kamlesh Kumar (Jatav),2.Kamlesh Kumar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,1,Madhav Sakhavar (Jatav),1.Madhav Sakhavar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,BSP,1,Rambaran Sakhavar (Jatav),1.Rambaran Sakhavar (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,1,Shivnaryan Jatav (Jatav),1.Shivnaryan Jatav (Jatav)
8,Ambah,8.Ambah,SC,Morena,Gwalior-Chambal,INC,2,Suresh Jatav (Jatav),2.Suresh Jatav (Jatav)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,BJP,1,Arvind Singh Bhadoria (Rajput),1.Arvind Singh Bhadoria (Rajput)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,INC,1,Devbhan Singh Bhadoria (Rajput),1.Devbhan Singh Bhadoria (Rajput)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,INC,2,Hemant Katare (Brahmin),2.Hemant Katare (Brahmin)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,BSP,1,Lal Singh Kushwaha (Kushwaha),1.Lal Singh Kushwaha (Kushwaha)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,INC,1,Manoj Jaipuria (Brahmin),1.Manoj Jaipuria (Brahmin)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,BJP,1,Munna Singh Bhadoria (Rajput),1.Munna Singh Bhadoria (Rajput)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,INC,1,Radheshyam Sharma (Brahmin),1.Radheshyam Sharma (Brahmin)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,BJP,1,Salendra Barua (Brahmin),1.Salendra Barua (Brahmin)
9,Ater,9.Ater,GEN,Bhind,Gwalior-Chambal,BSP,1,Sanjeev Baghel (Gadariya ),1.Sanjeev Baghel (Gadariya )
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,INC,1,Chaudhary Rakesh Singh Chaturvedi (Brahmin) ,1.Chaudhary Rakesh Singh Chaturvedi (Brahmin) 
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,INC,2,Dharmendra Bhadoria (Rajput),2.Dharmendra Bhadoria (Rajput)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,BJP,1,Dilip Singh Rajawat (Rajput),1.Dilip Singh Rajawat (Rajput)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,BJP,2,Narendra Singh Rajawat (Rajput),2.Narendra Singh Rajawat (Rajput)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,BJP,3,Rachpal Singh Rajawat (Rajput),3.Rachpal Singh Rajawat (Rajput)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,INC,1,Radheshyam Sharma (Brahmin),1.Radheshyam Sharma (Brahmin)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,INC,2,Sachin Dwivedi (Brahmin),2.Sachin Dwivedi (Brahmin)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,INC,3,Sanjay Bhuta (Gujrati),3.Sanjay Bhuta (Gujrati)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,INC,4,Sanjeev Mishra (Brahmin),4.Sanjeev Mishra (Brahmin)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,BJP,1,Sanjeev Singh Kushwah (Kushwaha),1.Sanjeev Singh Kushwah (Kushwaha)
10,Bhind,10.Bhind,GEN,Bhind,Gwalior-Chambal,BSP,1,Vinod Kumar Sharma (Brahmin),1.Vinod Kumar Sharma (Brahmin)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,BJP,1,Avnish Sharma (Brahmin),1.Avnish Sharma (Brahmin)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,BJP,2,Choudhary Mukesh Singh Chaturvedi (Brahmin),2.Choudhary Mukesh Singh Chaturvedi (Brahmin)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,INC,1,Dr. Amit Sharma (Brahmin),1.Dr. Amit Sharma (Brahmin)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,INC,2,Govind Singh (Rajput),2.Govind Singh (Rajput)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,INC,3,Radheshyam Sharma (Brahmin),3.Radheshyam Sharma (Brahmin)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,BJP,1,Rasal Singh (Rajput),1.Rasal Singh (Rajput)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,BJP,2,Romesh Mahant (Brahmin),2.Romesh Mahant (Brahmin)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,BSP,1,Romesh Mahant (Brahmin),1.Romesh Mahant (Brahmin)
11,Lahar,11.Lahar,GEN,Bhind,Gwalior-Chambal,BJP,1,Romit Mahant (Brahmin),1.Romit Mahant (Brahmin)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,BSP,1,Bhanu Pratap Gurjar (Gurjar),1.Bhanu Pratap Gurjar (Gurjar)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,INC,1,Brijendra Singh Rajawat (Rajput),1.Brijendra Singh Rajawat (Rajput)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,INC,2,Brijkishore Sharma (Brahmin),2.Brijkishore Sharma (Brahmin)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,INC,3,Chaudhary Rakesh Singh Chaturvedi (Brahmin) ,3.Chaudhary Rakesh Singh Chaturvedi (Brahmin) 
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,INC,4,Maan Singh Kushwah (Kushwah),4.Maan Singh Kushwah (Kushwah)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,BSP,1,Megh Singh Narwariya (Narwariya),1.Megh Singh Narwariya (Narwariya)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,BJP,1,Mukesh Chaturvedi (Brahmin),1.Mukesh Chaturvedi (Brahmin)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,BJP,2,OPS Bhadoria (Rajput),2.OPS Bhadoria (Rajput)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,INC,1,Rahul Singh Bhadoria (Rajput),1.Rahul Singh Bhadoria (Rajput)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,BJP,1,Rakesh Shukla (Brahmin),1.Rakesh Shukla (Brahmin)
12,Mehgaon,12.Mehgaon,GEN,Bhind,Gwalior-Chambal,INC,1,Ranjeet Singh Gurjar (Gurjar),1.Ranjeet Singh Gurjar (Gurjar)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,BJP,1,Dr. Bhagirath Prasad (Jatav),1.Dr. Bhagirath Prasad (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,BSP,1,Dr. Jagdeesh Sagar (Jatav),1.Dr. Jagdeesh Sagar (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,INC,1,Kesav Desai (Jatav),1.Kesav Desai (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,BJP,1,Lal Singh Jatav (Jatav),1.Lal Singh Jatav (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,INC,1,Mevaram Jatav (Jatav),1.Mevaram Jatav (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,BSP,1,Rai Singh Bodh (Jatav),1.Rai Singh Bodh (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,INC,1,Rajiv Kaushik (Jatav),1.Rajiv Kaushik (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,BJP,1,Ranveer Singh Jatav (Jatav),1.Ranveer Singh Jatav (Jatav)
13,Gohad,13.Gohad,SC,Bhind,Gwalior-Chambal,BSP,1,Suresh Bijawar (Jatav),1.Suresh Bijawar (Jatav)
14,Gwalior Rural,14.Gwalior Rural,GEN,Gwalior,Gwalior-Chambal,INC,1,Ashok Singh Yadav (Yadav),1.Ashok Singh Yadav (Yadav)
14,Gwalior Rural,14.Gwalior Rural,GEN,Gwalior,Gwalior-Chambal,BJP,1,Bharat Singh Kushwah (Kushwaha),1.Bharat Singh Kushwah (Kushwaha)
14,Gwalior Rural,14.Gwalior Rural,GEN,Gwalior,Gwalior-Chambal,INC,1,Kedar Kansana (Gurjar),1.Kedar Kansana (Gurjar)
14,Gwalior Rural,14.Gwalior Rural,GEN,Gwalior,Gwalior-Chambal,BJP,1,Madan Singh Kushwah (Kushwah),1.Madan Singh Kushwah (Kushwah)
14,Gwalior Rural,14.Gwalior Rural,GEN,Gwalior,Gwalior-Chambal,BJP,2,Mahendra Singh Yadav (Yadav),2.Mahendra Singh Yadav (Yadav)
14,Gwalior Rural,14.Gwalior Rural,GEN,Gwalior,Gwalior-Chambal,INC,1,Sahab Singh Gurjar (Gurjar),1.Sahab Singh Gurjar (Gurjar)
14,Gwalior Rural,14.Gwalior Rural,GEN,Gwalior,Gwalior-Chambal,BSP,1,Suresh Baghel (Baghel),1.Suresh Baghel (Baghel)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,BJP,1, Praduman Singh Tomar (Rajput),1. Praduman Singh Tomar (Rajput)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,BJP,2,Anoop Mishra (Brahmin),2.Anoop Mishra (Brahmin)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,INC,1,Ashok Singh Tomar (Rajput),1.Ashok Singh Tomar (Rajput)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,BJP,1,Jai Bhan Singh Pawaiya (Rajput),1.Jai Bhan Singh Pawaiya (Rajput)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,INC,1,Mitendra Singh Yadav (Yadav),1.Mitendra Singh Yadav (Yadav)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,INC,2,Saurabh Singh Tomar (Rajput),2.Saurabh Singh Tomar (Rajput)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,BSP,1,Savitri Katariya (Jatav),1.Savitri Katariya (Jatav)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,INC,1,Sunil Sharma (Brahmin),1.Sunil Sharma (Brahmin)
15,Gwalior,15.Gwalior,GEN,Gwalior,Gwalior-Chambal,INC,2,Yogendra Singh Tomar (Rajput),2.Yogendra Singh Tomar (Rajput)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,INC,3,Ashok Singh (Yadav),3.Ashok Singh (Yadav)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,BSP,1,Bhury Singh (Rajput),1.Bhury Singh (Rajput)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,BJP,1,Jai Singh Kushwah (Kushwah),1.Jai Singh Kushwah (Kushwah)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,INC,1,Manoj Sen (Nai),1.Manoj Sen (Nai)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,AAP,1,Meenakshi Tomar (Rajput),1.Meenakshi Tomar (Rajput)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,BJP,1,Munna Lal Goyal (Bania),1.Munna Lal Goyal (Bania)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,BJP,2,Ramu Tomar (Rajput),2.Ramu Tomar (Rajput)
16,Gwalior East,16.Gwalior East,GEN,Gwalior,Gwalior-Chambal,INC,1,Satish Sikarwar (Rajput),1.Satish Sikarwar (Rajput)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,BJP,1,Ajay Choudhary (Brahmin),1.Ajay Choudhary (Brahmin)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,INC,1,Anand Sharma (Brahmin),1.Anand Sharma (Brahmin)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,BJP,1,Anoop Mishra (Brahmin),1.Anoop Mishra (Brahmin)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,INC,1,Ashok Singh Tomar (Rajput),1.Ashok Singh Tomar (Rajput)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,BJP,1,Kisan Mudgal (Brahmin),1.Kisan Mudgal (Brahmin)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,BJP,2,Lalji Jhadav (Rajput),2.Lalji Jhadav (Rajput)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,BJP,3,Naryan Singh Kushwah (Kushwah),3.Naryan Singh Kushwah (Kushwah)
17,Gwalior South,17.Gwalior South,GEN,Gwalior,Gwalior-Chambal,INC,1,Praveen Pathak (Brahmin),1.Praveen Pathak (Brahmin)
