Category,Cleaned Caste,Voters,Percentage,ac_no,Rank,Zone,Seat Category,District,ac_no_name
OBC,Lodha,964,0.4,63,33,Bagelkhand,GEN,SATNA,63.Satna
SC,Dhobi,964,0.4,63,34,Bagelkhand,GEN,SATNA,63.Satna
#N/A,,964,0.4,63,35,Bagelkhand,GEN,SATNA,63.Satna
OBC,Jat,964,0.4,63,36,Bagelkhand,GEN,SATNA,63.Satna
OBC,Muslim,18558,7.7,63,3,Bagelkhand,GEN,SATNA,63.Satna
General,Brahmin,28650,12.8,64,1,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Kushwah,26636,11.9,64,2,Bagelkhand,GEN,SATNA,64.Nagod
SC,Chamar,25517,11.4,64,3,Bagelkhand,GEN,SATNA,64.Nagod
ST,Kol,21264,9.5,64,4,Bagelkhand,GEN,SATNA,64.Nagod
General,Rajput,20145,9,64,5,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Kurmi,18130,8.1,64,6,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Lodha,10744,4.8,64,7,Bagelkhand,GEN,SATNA,64.Nagod
ST,Gond,10744,4.8,64,8,Bagelkhand,GEN,SATNA,64.Nagod
General,Bania,6491,2.9,64,10,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Gadaria,5372,2.4,64,11,Bagelkhand,GEN,SATNA,64.Nagod
SC,Koli,5372,2.4,64,12,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Other OBC,4477,2,64,13,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Yadav,4253,1.9,64,14,Bagelkhand,GEN,SATNA,64.Nagod
SC,Valmiki,4253,1.9,64,15,Bagelkhand,GEN,SATNA,64.Nagod
SC,Bagdi,2686,1.2,64,16,Bagelkhand,GEN,SATNA,64.Nagod
#N/A,Tamrkar,2238,1,64,17,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Lohar,2238,1,64,18,Bagelkhand,GEN,SATNA,64.Nagod
SC,Dhobi,2238,1,64,19,Bagelkhand,GEN,SATNA,64.Nagod
SC,Kumhar,2238,1,64,20,Bagelkhand,GEN,SATNA,64.Nagod
SC,Dhimar,1567,0.7,64,21,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Sonar,1567,0.7,64,22,Bagelkhand,GEN,SATNA,64.Nagod
General,Other GEN,1567,0.7,64,23,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Jat,1567,0.7,64,24,Bagelkhand,GEN,SATNA,64.Nagod
ST,Gond,1567,0.7,64,25,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Nai,1119,0.5,64,26,Bagelkhand,GEN,SATNA,64.Nagod
SC,Dhimar,1119,0.5,64,27,Bagelkhand,GEN,SATNA,64.Nagod
SC,Other SC,1119,0.5,64,28,Bagelkhand,GEN,SATNA,64.Nagod
OBC,Muslim,9625,4.3,64,9,Bagelkhand,GEN,SATNA,64.Nagod
General,Brahmin,44078,18,65,1,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Kurmi,36732,15,65,2,Bagelkhand,GEN,SATNA,65.Maihar
ST,Kol,29385,12,65,3,Bagelkhand,GEN,SATNA,65.Maihar
SC,Chamar,26202,10.7,65,4,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Kushwah,18856,7.7,65,5,Bagelkhand,GEN,SATNA,65.Maihar
ST,Gond,16897,6.9,65,6,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Yadav,6367,2.6,65,8,Bagelkhand,GEN,SATNA,65.Maihar
General,Rajput,6367,2.6,65,9,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Other OBC,5142,2.1,65,10,Bagelkhand,GEN,SATNA,65.Maihar
General,Bania,5142,2.1,65,11,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Teli,4163,1.7,65,12,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Badhai,3183,1.3,65,13,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Lodha,3183,1.3,65,14,Bagelkhand,GEN,SATNA,65.Maihar
ST,Other ST,2939,1.2,65,15,Bagelkhand,GEN,SATNA,65.Maihar
SC,Kumhar,2694,1.1,65,16,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Sonar,2204,0.9,65,17,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Kalal,2204,0.9,65,18,Bagelkhand,GEN,SATNA,65.Maihar
SC,Dhimar,2204,0.9,65,19,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Lohar,2204,0.9,65,20,Bagelkhand,GEN,SATNA,65.Maihar
SC,Other SC,2204,0.9,65,21,Bagelkhand,GEN,SATNA,65.Maihar
#N/A,Other,1469,0.6,65,22,Bagelkhand,GEN,SATNA,65.Maihar
General,Other GEN,1469,0.6,65,23,Bagelkhand,GEN,SATNA,65.Maihar
SC,Valmiki,1469,0.6,65,24,Bagelkhand,GEN,SATNA,65.Maihar
SC,Koli,1469,0.6,65,25,Bagelkhand,GEN,SATNA,65.Maihar
SC,Other SC,1469,0.6,65,26,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Mali,980,0.4,65,27,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Nai,980,0.4,65,28,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Darzi,980,0.4,65,29,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Jat,980,0.4,65,30,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Muslim,11509,4.7,65,7,Bagelkhand,GEN,SATNA,65.Maihar
OBC,Muslim,8462,3.7,66,7,Bagelkhand,GEN,SATNA,66.Amarpatan
General,Brahmin,52371,22.9,66,1,Bagelkhand,GEN,SATNA,66.Amarpatan
ST,Kol,41851,18.3,66,2,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Kurmi,31331,13.7,66,3,Bagelkhand,GEN,SATNA,66.Amarpatan
SC,Chamar,20811,9.1,66,4,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Kushwah,16695,7.3,66,5,Bagelkhand,GEN,SATNA,66.Amarpatan
General,Rajput,8462,3.7,66,6,Bagelkhand,GEN,SATNA,66.Amarpatan
General,Bania,6175,2.7,66,8,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Other OBC,4803,2.1,66,9,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Badhai,4117,1.8,66,10,Bagelkhand,GEN,SATNA,66.Amarpatan
#N/A,,4117,1.8,66,11,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Yadav,4117,1.8,66,12,Bagelkhand,GEN,SATNA,66.Amarpatan
SC,Valmiki,4117,1.8,66,13,Bagelkhand,GEN,SATNA,66.Amarpatan
ST,Gond,2744,1.2,66,14,Bagelkhand,GEN,SATNA,66.Amarpatan
SC,Kumhar,2516,1.1,66,15,Bagelkhand,GEN,SATNA,66.Amarpatan
General,Rajput,2058,0.9,66,16,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Teli,2058,0.9,66,17,Bagelkhand,GEN,SATNA,66.Amarpatan
SC,Dhimar,2058,0.9,66,18,Bagelkhand,GEN,SATNA,66.Amarpatan
SC,Other SC,1830,0.8,66,19,Bagelkhand,GEN,SATNA,66.Amarpatan
#N/A,Loniya,1601,0.7,66,20,Bagelkhand,GEN,SATNA,66.Amarpatan
SC,Koli,1601,0.7,66,21,Bagelkhand,GEN,SATNA,66.Amarpatan
General,Kayastha,1143,0.5,66,22,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Sonar,1143,0.5,66,23,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Nai,1143,0.5,66,24,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Lohar,1143,0.5,66,25,Bagelkhand,GEN,SATNA,66.Amarpatan
OBC,Muslim,5236,2.1,67,11,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
General,Brahmin,51365,20.6,67,1,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Kurmi,48124,19.3,67,2,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
ST,Kol,29922,12,67,3,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
SC,Chamar,22940,9.2,67,4,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Kushwah,21444,8.6,67,5,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
General,Rajput,21444,8.6,67,6,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
SC,Koli,6483,2.6,67,7,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Other OBC,5735,2.3,67,8,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Yadav,5236,2.1,67,9,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
General,Bania,5236,2.1,67,10,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
ST,Gond,3491,1.4,67,12,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
#N/A,Kalal(?),3241,1.3,67,13,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
SC,Valmiki,3241,1.3,67,14,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
SC,Kumhar,2743,1.1,67,15,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Nai,2244,0.9,67,16,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
SC,Other SC,2244,0.9,67,17,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Sonar,1496,0.6,67,18,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
SC,Dhobi,1496,0.6,67,19,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Teli,1496,0.6,67,20,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Darzi,997,0.4,67,21,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
#N/A,Bengali,997,0.4,67,22,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
General,Kayastha,997,0.4,67,23,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Jat,997,0.4,67,24,Bagelkhand,GEN,SATNA,67.Rampur Baghelan
OBC,Muslim,3280,1.6,68,15,Bagelkhand,GEN,REWA,68.Sirmour
General,Brahmin,56989,27.8,68,1,Bagelkhand,GEN,REWA,68.Sirmour
ST,Kol,35875,17.5,68,2,Bagelkhand,GEN,REWA,68.Sirmour
SC,Chamar,21525,10.5,68,3,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Kurmi,19270,9.4,68,4,Bagelkhand,GEN,REWA,68.Sirmour
General,Rajput,12915,6.3,68,5,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Kushwah,10660,5.2,68,6,Bagelkhand,GEN,REWA,68.Sirmour
General,Bania,8610,4.2,68,7,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Yadav,7585,3.7,68,8,Bagelkhand,GEN,REWA,68.Sirmour
SC,Kumhar,4305,2.1,68,9,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Other OBC,3895,1.9,68,10,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Teli,3280,1.6,68,11,Bagelkhand,GEN,REWA,68.Sirmour
SC,Dhimar,3280,1.6,68,12,Bagelkhand,GEN,REWA,68.Sirmour
SC,Basor,3280,1.6,68,13,Bagelkhand,GEN,REWA,68.Sirmour
SC,Koli,3280,1.6,68,14,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Jat,1640,0.8,68,16,Bagelkhand,GEN,REWA,68.Sirmour
SC,Other SC,1435,0.7,68,17,Bagelkhand,GEN,REWA,68.Sirmour
General,Other GEN,1025,0.5,68,18,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Nai,1025,0.5,68,19,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Sonar,1025,0.5,68,20,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Kalal,1025,0.5,68,21,Bagelkhand,GEN,REWA,68.Sirmour
OBC,Muslim,5402,2.6,69,9,Bagelkhand,GEN,REWA,69.Semariya
General,Brahmin,61917,29.8,69,1,Bagelkhand,GEN,REWA,69.Semariya
SC,Chamar,24933,12,69,2,Bagelkhand,GEN,REWA,69.Semariya
ST,Kol,24933,12,69,3,Bagelkhand,GEN,REWA,69.Semariya
OBC,Kurmi,22855,11,69,4,Bagelkhand,GEN,REWA,69.Semariya
General,Rajput,15168,7.3,69,5,Bagelkhand,GEN,REWA,69.Semariya
OBC,Kushwah,15168,7.3,69,6,Bagelkhand,GEN,REWA,69.Semariya
General,Bania,6441,3.1,69,7,Bagelkhand,GEN,REWA,69.Semariya
OBC,Yadav,5402,2.6,69,8,Bagelkhand,GEN,REWA,69.Semariya
OBC,Other OBC,4363,2.1,69,10,Bagelkhand,GEN,REWA,69.Semariya
ST,Gond,2909,1.4,69,11,Bagelkhand,GEN,REWA,69.Semariya
SC,Kumhar,2701,1.3,69,12,Bagelkhand,GEN,REWA,69.Semariya
SC,Dhimar,2078,1,69,13,Bagelkhand,GEN,REWA,69.Semariya
OBC,Teli,2078,1,69,14,Bagelkhand,GEN,REWA,69.Semariya
SC,Basor,2078,1,69,15,Bagelkhand,GEN,REWA,69.Semariya
SC,Other SC,2078,1,69,16,Bagelkhand,GEN,REWA,69.Semariya
SC,Koli,1662,0.8,69,17,Bagelkhand,GEN,REWA,69.Semariya
General,Other GEN,1039,0.5,69,18,Bagelkhand,GEN,REWA,69.Semariya
OBC,Sonar,1039,0.5,69,19,Bagelkhand,GEN,REWA,69.Semariya
OBC,Nai,1039,0.5,69,20,Bagelkhand,GEN,REWA,69.Semariya
OBC,Lohar,1039,0.5,69,21,Bagelkhand,GEN,REWA,69.Semariya
OBC,Jat,1039,0.5,69,22,Bagelkhand,GEN,REWA,69.Semariya
OBC,Muslim,4190,2.1,70,9,Bagelkhand,GEN,REWA,70.Teonthar
General,Brahmin,59660,29.9,70,1,Bagelkhand,GEN,REWA,70.Teonthar
ST,Kol,35317,17.7,70,2,Bagelkhand,GEN,REWA,70.Teonthar
OBC,Kurmi,26737,13.4,70,3,Bagelkhand,GEN,REWA,70.Teonthar
SC,Chamar,17160,8.6,70,4,Bagelkhand,GEN,REWA,70.Teonthar
General,Rajput,10775,5.4,70,5,Bagelkhand,GEN,REWA,70.Teonthar
SC,Dhimar,8580,4.3,70,6,Bagelkhand,GEN,REWA,70.Teonthar
General,Bania,7582,3.8,70,7,Bagelkhand,GEN,REWA,70.Teonthar
OBC,Yadav,6385,3.2,70,8,Bagelkhand,GEN,REWA,70.Teonthar
SC,Basor,3791,1.9,70,10,Bagelkhand,GEN,REWA,70.Teonthar
OBC,Kushwah,3192,1.6,70,11,Bagelkhand,GEN,REWA,70.Teonthar
OBC,Other OBC,2993,1.5,70,12,Bagelkhand,GEN,REWA,70.Teonthar
#N/A,,2195,1.1,70,13,Bagelkhand,GEN,REWA,70.Teonthar
#N/A,Gadariya,2195,1.1,70,14,Bagelkhand,GEN,REWA,70.Teonthar
SC,Dhimar,1796,0.9,70,15,Bagelkhand,GEN,REWA,70.Teonthar
SC,Other SC,1796,0.9,70,16,Bagelkhand,GEN,REWA,70.Teonthar
SC,Kumhar,1596,0.8,70,17,Bagelkhand,GEN,REWA,70.Teonthar
OBC,Sonar,998,0.5,70,18,Bagelkhand,GEN,REWA,70.Teonthar
OBC,Khati,998,0.5,70,19,Bagelkhand,GEN,REWA,70.Teonthar
SC,Koli,998,0.5,70,20,Bagelkhand,GEN,REWA,70.Teonthar
General,Other GEN,798,0.4,70,21,Bagelkhand,GEN,REWA,70.Teonthar
General,Brahmin,50649,23.9,71,1,Bagelkhand,GEN,REWA,71.Mauganj
ST,Kol,29033,13.7,71,2,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Kurmi,21616,10.2,71,3,Bagelkhand,GEN,REWA,71.Mauganj
SC,Chamar,19497,9.2,71,4,Bagelkhand,GEN,REWA,71.Mauganj
General,Rajput,12927,6.1,71,5,Bagelkhand,GEN,REWA,71.Mauganj
General,Bania,11868,5.6,71,6,Bagelkhand,GEN,REWA,71.Mauganj
ST,Gond,9748,4.6,71,7,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Kushwah,5298,2.5,71,9,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Yadav,4874,2.3,71,10,Bagelkhand,GEN,REWA,71.Mauganj
SC,Kumhar,4238,2,71,11,Bagelkhand,GEN,REWA,71.Mauganj
SC,Dhimar,3815,1.8,71,12,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Teli,3179,1.5,71,13,Bagelkhand,GEN,REWA,71.Mauganj
SC,Valmiki,3179,1.5,71,14,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Other OBC,2755,1.3,71,15,Bagelkhand,GEN,REWA,71.Mauganj
SC,Other SC,2755,1.3,71,16,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Nai,2119,1,71,17,Bagelkhand,GEN,REWA,71.Mauganj
SC,Dhimar,2119,1,71,18,Bagelkhand,GEN,REWA,71.Mauganj
#N/A,Gadariya,2119,1,71,19,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Lohar,2119,1,71,20,Bagelkhand,GEN,REWA,71.Mauganj
ST,Other ST,2119,1,71,21,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Kalal,1695,0.8,71,22,Bagelkhand,GEN,REWA,71.Mauganj
General,Other GEN,1060,0.5,71,23,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Sonar,1060,0.5,71,24,Bagelkhand,GEN,REWA,71.Mauganj
#N/A,,1060,0.5,71,25,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Badhai,1060,0.5,71,26,Bagelkhand,GEN,REWA,71.Mauganj
SC,Koli,1060,0.5,71,27,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Muslim,8689,4.1,71,8,Bagelkhand,GEN,REWA,71.Mauganj
OBC,Kurmi,51670,22.5,72,1,Bagelkhand,GEN,REWA,72.Deotalab
General,Brahmin,49373,21.5,72,2,Bagelkhand,GEN,REWA,72.Deotalab
SC,Chamar,32380,14.1,72,3,Bagelkhand,GEN,REWA,72.Deotalab
ST,Kol,21587,9.4,72,4,Bagelkhand,GEN,REWA,72.Deotalab
General,Rajput,14238,6.2,72,5,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Kushwah,12860,5.6,72,6,Bagelkhand,GEN,REWA,72.Deotalab
General,Bania,7578,3.3,72,8,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Teli,5282,2.3,72,9,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Other OBC,5052,2.2,72,10,Bagelkhand,GEN,REWA,72.Deotalab
SC,Kumhar,4363,1.9,72,11,Bagelkhand,GEN,REWA,72.Deotalab
SC,Other SC,3215,1.4,72,12,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Kalal,2067,0.9,72,13,Bagelkhand,GEN,REWA,72.Deotalab
#N/A,Basuhar,2067,0.9,72,14,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Sondhia,1608,0.7,72,15,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Yadav,1148,0.5,72,16,Bagelkhand,GEN,REWA,72.Deotalab
#N/A,Loniya,1148,0.5,72,17,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Lohar,1148,0.5,72,18,Bagelkhand,GEN,REWA,72.Deotalab
SC,Dhimar,1148,0.5,72,19,Bagelkhand,GEN,REWA,72.Deotalab
General,Other GEN,1148,0.5,72,20,Bagelkhand,GEN,REWA,72.Deotalab
ST,Gond,919,0.4,72,21,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Muslim,9645,4.2,72,7,Bagelkhand,GEN,REWA,72.Deotalab
OBC,Muslim,5344,2.3,73,10,Bagelkhand,SC,REWA,73.Mangawan
General,Brahmin,61571,26.5,73,1,Bagelkhand,SC,REWA,73.Mangawan
OBC,Kurmi,36013,15.5,73,2,Bagelkhand,SC,REWA,73.Mangawan
SC,Chamar,29740,12.8,73,3,Bagelkhand,SC,REWA,73.Mangawan
General,Rajput,23234,10,73,4,Bagelkhand,SC,REWA,73.Mangawan
ST,Kol,20911,9,73,5,Bagelkhand,SC,REWA,73.Mangawan
General,Bania,10688,4.6,73,6,Bagelkhand,SC,REWA,73.Mangawan
OBC,Yadav,7435,3.2,73,7,Bagelkhand,SC,REWA,73.Mangawan
OBC,Kushwah,6273,2.7,73,8,Bagelkhand,SC,REWA,73.Mangawan
SC,Kumhar,6273,2.7,73,9,Bagelkhand,SC,REWA,73.Mangawan
OBC,Other OBC,4182,1.8,73,11,Bagelkhand,SC,REWA,73.Mangawan
OBC,Teli,3253,1.4,73,12,Bagelkhand,SC,REWA,73.Mangawan
SC,Dhimar,3253,1.4,73,13,Bagelkhand,SC,REWA,73.Mangawan
SC,Valmiki,3253,1.4,73,14,Bagelkhand,SC,REWA,73.Mangawan
OBC,Kalal,2091,0.9,73,15,Bagelkhand,SC,REWA,73.Mangawan
SC,Other SC,2091,0.9,73,16,Bagelkhand,SC,REWA,73.Mangawan
SC,Koli,1626,0.7,73,17,Bagelkhand,SC,REWA,73.Mangawan
General,Other GEN,1162,0.5,73,18,Bagelkhand,SC,REWA,73.Mangawan
OBC,Badhai,1162,0.5,73,19,Bagelkhand,SC,REWA,73.Mangawan
OBC,Sonar,1162,0.5,73,20,Bagelkhand,SC,REWA,73.Mangawan
OBC,Lohar,1162,0.5,73,21,Bagelkhand,SC,REWA,73.Mangawan
SC,Kahar,1162,0.5,73,22,Bagelkhand,SC,REWA,73.Mangawan
General,Brahmin,57172,26.9,74,1,Bagelkhand,GEN,REWA,74.Rewa
General,Rajput,16578,7.8,74,3,Bagelkhand,GEN,REWA,74.Rewa
General,Bania,15515,7.3,74,4,Bagelkhand,GEN,REWA,74.Rewa
OBC,Kurmi,13602,6.4,74,5,Bagelkhand,GEN,REWA,74.Rewa
SC,Chamar,11477,5.4,74,6,Bagelkhand,GEN,REWA,74.Rewa
ST,Kol,10627,5,74,7,Bagelkhand,GEN,REWA,74.Rewa
OBC,Teli,6164,2.9,74,8,Bagelkhand,GEN,REWA,74.Rewa
OBC,Yadav,6164,2.9,74,9,Bagelkhand,GEN,REWA,74.Rewa
#N/A,Other,5101,2.4,74,10,Bagelkhand,GEN,REWA,74.Rewa
OBC,Kushwah,5101,2.4,74,11,Bagelkhand,GEN,REWA,74.Rewa
OBC,Sonar,4251,2,74,12,Bagelkhand,GEN,REWA,74.Rewa
SC,Valmiki,4251,2,74,13,Bagelkhand,GEN,REWA,74.Rewa
OBC,Other OBC,3613,1.7,74,14,Bagelkhand,GEN,REWA,74.Rewa
SC,Kumhar,3188,1.5,74,15,Bagelkhand,GEN,REWA,74.Rewa
SC,Other SC,3188,1.5,74,16,Bagelkhand,GEN,REWA,74.Rewa
OBC,Lohar,2550,1.2,74,17,Bagelkhand,GEN,REWA,74.Rewa
General,Kayastha,2125,1,74,18,Bagelkhand,GEN,REWA,74.Rewa
General,Other GEN,2125,1,74,19,Bagelkhand,GEN,REWA,74.Rewa
OBC,Kalal,2125,1,74,20,Bagelkhand,GEN,REWA,74.Rewa
SC,Dhimar,2125,1,74,21,Bagelkhand,GEN,REWA,74.Rewa
SC,Dhobi,2125,1,74,22,Bagelkhand,GEN,REWA,74.Rewa
OBC,Nai,2125,1,74,23,Bagelkhand,GEN,REWA,74.Rewa
SC,Other SC,1275,0.6,74,24,Bagelkhand,GEN,REWA,74.Rewa
General,Other GEN,1063,0.5,74,25,Bagelkhand,GEN,REWA,74.Rewa
OBC,Darzi,1063,0.5,74,26,Bagelkhand,GEN,REWA,74.Rewa
OBC,Badhai,1063,0.5,74,27,Bagelkhand,GEN,REWA,74.Rewa
SC,Koli,1063,0.5,74,28,Bagelkhand,GEN,REWA,74.Rewa
OBC,Muslim,24017,11.3,74,2,Bagelkhand,GEN,REWA,74.Rewa
General,Brahmin,65095,29.4,75,1,Bagelkhand,GEN,REWA,75.Gurh
OBC,Kurmi,28119,12.7,75,2,Bagelkhand,GEN,REWA,75.Gurh
ST,Kol,22805,10.3,75,3,Bagelkhand,GEN,REWA,75.Gurh
SC,Chamar,17270,7.8,75,4,Bagelkhand,GEN,REWA,75.Gurh
General,Rajput,16384,7.4,75,5,Bagelkhand,GEN,REWA,75.Gurh
General,Bania,10849,4.9,75,6,Bagelkhand,GEN,REWA,75.Gurh
OBC,Kushwah,8635,3.9,75,8,Bagelkhand,GEN,REWA,75.Gurh
OBC,Badhai,7085,3.2,75,9,Bagelkhand,GEN,REWA,75.Gurh
OBC,Yadav,5535,2.5,75,10,Bagelkhand,GEN,REWA,75.Gurh
SC,Kumhar,4428,2,75,11,Bagelkhand,GEN,REWA,75.Gurh
OBC,Other OBC,3985,1.8,75,12,Bagelkhand,GEN,REWA,75.Gurh
SC,Koli,3321,1.5,75,13,Bagelkhand,GEN,REWA,75.Gurh
OBC,Teli,2214,1,75,14,Bagelkhand,GEN,REWA,75.Gurh
SC,Valmiki,2214,1,75,15,Bagelkhand,GEN,REWA,75.Gurh
ST,Gond,1993,0.9,75,16,Bagelkhand,GEN,REWA,75.Gurh
SC,Other SC,1771,0.8,75,17,Bagelkhand,GEN,REWA,75.Gurh
SC,Dhobi,1550,0.7,75,18,Bagelkhand,GEN,REWA,75.Gurh
General,Other GEN,1107,0.5,75,19,Bagelkhand,GEN,REWA,75.Gurh
OBC,Kalal,1107,0.5,75,20,Bagelkhand,GEN,REWA,75.Gurh
OBC,Sonar,1107,0.5,75,21,Bagelkhand,GEN,REWA,75.Gurh
OBC,Nai,1107,0.5,75,22,Bagelkhand,GEN,REWA,75.Gurh
#N/A,,1107,0.5,75,23,Bagelkhand,GEN,REWA,75.Gurh
OBC,Lohar,1107,0.5,75,24,Bagelkhand,GEN,REWA,75.Gurh
SC,Valmiki,1107,0.5,75,25,Bagelkhand,GEN,REWA,75.Gurh
OBC,Muslim,10849,4.9,75,7,Bagelkhand,GEN,REWA,75.Gurh
OBC,Muslim,7991,3.3,76,9,Bagelkhand,GEN,SIDHI,76.Churhat
General,Brahmin,42620,17.6,76,1,Bagelkhand,GEN,SIDHI,76.Churhat
ST,Kol,26638,11,76,2,Bagelkhand,GEN,SIDHI,76.Churhat
General,Rajput,22521,9.3,76,3,Bagelkhand,GEN,SIDHI,76.Churhat
OBC,Kurmi,21310,8.8,76,4,Bagelkhand,GEN,SIDHI,76.Churhat
SC,Chamar,19131,7.9,76,5,Bagelkhand,GEN,SIDHI,76.Churhat
ST,Gond,15983,6.6,76,6,Bagelkhand,GEN,SIDHI,76.Churhat
General,Bania,12834,5.3,76,7,Bagelkhand,GEN,SIDHI,76.Churhat
SC,Dhimar,8476,3.5,76,8,Bagelkhand,GEN,SIDHI,76.Churhat
OBC,Teli,7507,3.1,76,10,Bagelkhand,GEN,SIDHI,76.Churhat
OBC,Yadav,7507,3.1,76,11,Bagelkhand,GEN,SIDHI,76.Churhat
OBC,Other OBC,7507,3.1,76,12,Bagelkhand,GEN,SIDHI,76.Churhat
OBC,Kushwah,6296,2.6,76,13,Bagelkhand,GEN,SIDHI,76.Churhat
OBC,Lohar,5328,2.2,76,14,Bagelkhand,GEN,SIDHI,76.Churhat
SC,Valmiki,5328,2.2,76,15,Bagelkhand,GEN,SIDHI,76.Churhat
#N/A,,3148,1.3,76,16,Bagelkhand,GEN,SIDHI,76.Churhat
#N/A,Panika,3148,1.3,76,17,Bagelkhand,GEN,SIDHI,76.Churhat
SC,Koli,2664,1.1,76,18,Bagelkhand,GEN,SIDHI,76.Churhat
SC,Kumhar,2664,1.1,76,19,Bagelkhand,GEN,SIDHI,76.Churhat
#N/A,Khairwar,2664,1.1,76,20,Bagelkhand,GEN,SIDHI,76.Churhat
OBC,Kalal,2179,0.9,76,21,Bagelkhand,GEN,SIDHI,76.Churhat
SC,Other SC,2179,0.9,76,22,Bagelkhand,GEN,SIDHI,76.Churhat
